加速	0.6370	0.8213
促进	0.7411	0.6691
加速器	0.6740	0.7150
口音	0.5980	0.3570
加重	0.2328	0.7195
接受	0.7960	0.3637
验收	0.8330	0.2870
承兑汇票	0.8470	0.4130
访问	0.6967	0.5312
无障碍	0.7960	0.4100
附件	0.5204	0.3600
事故	0.1250	0.9080
偶然	0.4472	0.5644
欢呼	0.7852	0.7605
荣誉	0.8363	0.5883
容纳	0.8440	0.3750
伴奏	0.7400	0.4790
陪	0.8330	0.4060
随同	0.7870	0.4600
同案犯	0.4080	0.5800
完成	0.7911	0.4877
成就	0.9065	0.7510
符合	0.7020	0.3557
按照	0.6590	0.3490
手风琴	0.6040	0.4900
帐户	0.5310	0.3470
问责	0.7320	0.4095
会计	0.5523	0.4010
账户	0.5920	0.3400
认可	0.7720	0.4685
吸积	0.4480	0.5190
累积	0.5200	0.4810
积累	0.4640	0.5407
准确性	0.6695	0.6025
准确	0.7430	0.3600
诅咒	0.1344	0.6976
指控	0.0730	0.7180
宾格	0.1980	0.7550
告	0.1330	0.7520
被告	0.1900	0.6900
原告	0.3123	0.6920
指责	0.1560	0.7450
惯常的	0.5345	0.2865
高手	0.6430	0.4810
醋	0.3330	0.4200
乙炔	0.3060	0.4690
疼痛	0.0810	0.8120
实现	0.7558	0.5090
微弱	0.1620	0.5600
酸	0.4200	0.5387
酸度	0.1560	0.6630
确认	0.7810	0.4576
承认	0.6744	0.5051
顶点	0.4353	0.4440
粉刺	0.1670	0.4740
橡子	0.4480	0.1980
声	0.5420	0.4620
声学	0.6110	0.3300
认识	0.6803	0.3833
熟人	0.6560	0.2900
熟悉	0.8400	0.3563
默认	0.5005	0.4115
获得	0.7770	0.4764
收购	0.7540	0.5850
开释	0.6715	0.5340
英亩	0.5830	0.3870
面积	0.7410	0.4500
亩	0.5100	0.3630
杂技演员	0.7080	0.8280
丙烯酸树脂	0.5820	0.2790
法案	0.5260	0.5530
演戏	0.6980	0.6430
行动	0.7600	0.8980
行动图	0.6150	0.7740
诉	0.6730	0.7020
启用	0.7080	0.5307
激活	0.7810	0.8000
活性	0.8470	0.7300
活动家	0.5615	0.6755
活动	0.4350	0.4373
演员	0.6090	0.5490
实际	0.7145	0.4600
现实	0.6580	0.4227
精算师	0.5100	0.4040
敏锐	0.6460	0.5485
头脑	0.6100	0.5270
针刺	0.5310	0.3240
急性	0.4220	0.5975
广告	0.6000	0.5663
谚语	0.6047	0.3683
坚决	0.6097	0.4973
适应	0.7015	0.3600
适应性强	0.7350	0.4230
加	0.7280	0.4900
添加	0.5620	0.4050
附录	0.3785	0.3785
加法器	0.3880	0.4610
瘾君子	0.2793	0.6003
上瘾	0.2290	0.6975
瘾	0.3450	0.7805
加成	0.5620	0.3730
额外	0.6645	0.5065
添加剂	0.5610	0.6330
地址	0.5800	0.3405
收件人	0.6220	0.3820
拿手	0.5940	0.5390
充足	0.7377	0.3493
附着	0.6965	0.3230
追随者	0.5610	0.3850
秉承	0.6120	0.5610
粘着	0.5210	0.4450
胶粘剂	0.6040	0.3500
再见	0.3518	0.4210
脂肪	0.2723	0.3547
邻	0.6450	0.2760
形容词	0.5700	0.3160
隔壁的	0.5200	0.4000
休会	0.4115	0.4830
裁定	0.5590	0.5200
裁决	0.3640	0.5140
调整	0.5448	0.4818
辅助	0.5100	0.5000
管理	0.6850	0.4454
行政	0.6250	0.4040
行政的	0.5420	0.4150
管理员	0.5380	0.4800
令人钦佩	0.9290	0.6000
上将	0.8440	0.4900
金钟	0.5940	0.5470
钦佩	0.9690	0.5830
欣赏	0.8730	0.5640
尊敬的	0.9340	0.4730
爱慕者	0.7960	0.7200
受理	0.7910	0.5540
入场	0.8020	0.4150
准入	0.6900	0.4510
混合物	0.4980	0.3675
警告	0.3688	0.6620
忙乱	0.5200	0.4230
土砖	0.5000	0.3190
青春期	0.5195	0.7400
青少年	0.7345	0.6157
采用	0.6525	0.5320
养	0.5310	0.4690
可爱的	0.9690	0.5190
崇拜	0.8144	0.5570
装饰	0.7861	0.3974
肾上腺素	0.8150	0.9425
漂浮	0.3980	0.4860
成人	0.8150	0.4910
掺假	0.1880	0.8650
奸夫	0.2290	0.8140
通奸	0.2580	0.9275
成年	0.5410	0.4540
提前	0.6730	0.4720
高级	0.8440	0.6230
进步	0.7655	0.6280
前进	0.8760	0.5360
优点	0.9170	0.5480
有利	0.8347	0.5470
来临	0.6650	0.5600
冒险	0.6835	0.8287
冒险家	0.7810	0.8390
爱冒险的	0.9690	0.8980
对手	0.2387	0.6845
不利的	0.3230	0.6100
逆境	0.2760	0.7600
忠告	0.6980	0.4080
可取	0.7755	0.5150
劝告	0.5690	0.5265
建议	0.7385	0.3885
周密	0.6980	0.2350
顾问	0.7714	0.3496
咨询	0.6560	0.4290
拥护	0.6313	0.5223
主张	0.5890	0.6400
庇护	0.5970	0.3340
通风	0.5480	0.4463
天线	0.5680	0.3940
有氧运动	0.7080	0.7710
机场	0.5710	0.6950
空气动力学的	0.5610	0.7240
空气动力学	0.5900	0.6630
航空学	0.5510	0.6330
飞机	0.6865	0.6485
航天	0.6430	0.5200
审美	0.7080	0.4420
美学	0.8470	0.3270
病因	0.4900	0.3915
远	0.3960	0.3730
和蔼可亲的	0.7040	0.3800
事务	0.5200	0.4590
影响	0.5000	0.5810
感情	0.8290	0.5530
亲热	0.9490	0.4220
宣誓书	0.4690	0.5840
附属	0.6730	0.5190
联系	0.6670	0.5090
亲和力	0.8000	0.5000
肯定	0.7950	0.4963
肯定地	0.9080	0.5000
词缀	0.4380	0.3350
折磨	0.1526	0.7100
痛苦	0.1304	0.7566
富裕	0.7950	0.5920
富裕的	0.6590	0.5240
给予	0.5560	0.4875
实惠	0.8400	0.3980
冒犯	0.3560	0.7450
远处	0.4795	0.3630
着火	0.3670	0.9040
浮着	0.6020	0.4270
前面	0.5835	0.3770
前述的	0.5105	0.3370
害怕	0.1166	0.8096
重新	0.7070	0.4395
非洲人	0.4900	0.4230
船尾	0.3215	0.4235
来世	0.5710	0.5670
后果	0.2760	0.5850
下午	0.5330	0.3880
擦面液	0.4060	0.3840
回味	0.3540	0.3620
事后	0.3417	0.4363
纯爱	0.6120	0.5290
玛瑙	0.5400	0.3770
年龄	0.5610	0.2260
老	0.1350	0.3650
机构	0.5200	0.3035
议程	0.5310	0.2960
代理人	0.4950	0.4505
凝聚	0.5270	0.6505
加剧	0.2735	0.7730
恼人的	0.1695	0.8235
骨料	0.7300	0.3780
聚合	0.5830	0.5170
侵略	0.0940	0.9290
侵略性	0.1010	0.9310
积极	0.6095	0.7855
侵略者	0.1730	0.8875
骇然	0.1330	0.8650
敏捷	0.7843	0.6960
老化	0.2140	0.2550
激荡	0.3000	0.7960
激动	0.6700	0.7830
搅动	0.2780	0.7110
发红的	0.7800	0.5100
不可知	0.3265	0.4680
前	0.3962	0.3985
折腾	0.2505	0.7625
广场恐怖症	0.1270	0.7120
同意	0.7340	0.4539
合适的	0.9060	0.5000
协议	0.4600	0.4613
农业的	0.6860	0.3210
农业	0.6100	0.3855
搁浅	0.3125	0.3995
先	0.5880	0.4350
唉唉	0.5620	0.5170
趣多多	0.5000	0.4970
援助	0.7960	0.4910
助手	0.6630	0.3905
帮助	0.6495	0.5260
艾滋病	0.5610	0.4800
生病	0.0903	0.4530
病痛	0.1460	0.7340
目标	0.6657	0.4970
漫无目的	0.1500	0.2670
空气	0.7080	0.1630
安全气囊	0.5100	0.4020
空降	0.5420	0.5190
航空母舰	0.4900	0.7400
空降场	0.2710	0.4810
空运	0.5730	0.6220
航空公司	0.6500	0.4820
客机	0.6670	0.7770
气闸	0.3980	0.5200
空军	0.5870	0.7160
飞机场	0.7290	0.6840
摆架子	0.5830	0.1960
飞艇	0.5613	0.4773
空域	0.5620	0.5100
空速	0.5830	0.7800
简易机场	0.5500	0.6900
密闭	0.4790	0.3810
空中航线	0.6380	0.5850
走道	0.4380	0.2220
又名	0.4590	0.3580
类似的	0.6390	0.3430
雪花	0.6450	0.2980
报警	0.2410	0.8820
闹钟	0.5420	0.7270
惊慌	0.1880	0.8220
惊人	0.6288	0.7860
唉	0.5710	0.3100
信天翁	0.5000	0.4450
白化病	0.5000	0.2400
专辑	0.6350	0.3490
炼金术	0.5410	0.5830
醇	0.3230	0.6670
酒精	0.1530	0.6880
酗酒	0.0610	0.7790
壁龛	0.4745	0.3765
市议员	0.5500	0.4590
警报	0.4080	0.8120
警觉	0.4325	0.7450
苜蓿	0.5460	0.2500
代数	0.4855	0.3760
算法	0.4480	0.3940
别号	0.5410	0.3530
托辞	0.3960	0.5280
外侨	0.4100	0.6150
离间	0.2470	0.5000
疏远	0.2830	0.4025
异化	0.3780	0.5300
落	0.6670	0.6570
对齐	0.6195	0.3195
对准	0.6430	0.4120
一样	0.6390	0.2185
赡养费	0.6120	0.4770
等份	0.4400	0.3100
活	0.8160	0.6370
强碱	0.4900	0.3500
生物碱	0.4330	0.5620
缓和	0.6756	0.2960
断言	0.6360	0.5304
所谓的	0.3650	0.5220
忠诚	0.8667	0.3960
寓言	0.5685	0.4705
快板	0.6350	0.6270
过敏的	0.2187	0.6150
过敏	0.2960	0.6060
胡同	0.3520	0.4855
联盟	0.6718	0.4346
联盟的	0.7140	0.2450
鳄鱼	0.3608	0.5960
分配	0.5753	0.4509
配股	0.6000	0.3900
允许	0.7212	0.4152
津贴	0.6730	0.3820
合金	0.5830	0.4430
引诱	0.4765	0.5225
诱人	0.6810	0.7665
典故	0.4400	0.3080
冲积	0.3230	0.4900
盟友	0.7920	0.3200
历书	0.6640	0.2850
大能	0.9380	0.8740
杏仁	0.6980	0.1830
在高处	0.7710	0.3730
阿罗哈	0.6980	0.4400
单独	0.3330	0.1670
超然	0.4280	0.5115
高声	0.4995	0.7340
字母	0.5520	0.2825
拼音	0.5230	0.4167
高山	0.5940	0.3370
坛	0.7240	0.3870
祭坛男孩	0.4340	0.2060
改变	0.3863	0.6760
改造	0.4690	0.6540
争吵	0.2233	0.7842
备用	0.5657	0.4237
交替	0.4800	0.4940
替代	0.4798	0.4375
高度表	0.6150	0.5100
高度	0.7083	0.5867
中音	0.6560	0.4040
共	0.8330	0.3240
铝	0.4490	0.2800
校友	0.6330	0.3680
肺泡	0.4690	0.4810
汞合金	0.4380	0.3330
合并	0.5611	0.4901
阿玛丽托	0.5430	0.5510
攒	0.5520	0.4650
业余	0.4690	0.5000
惊奇	0.7017	0.7323
吃惊	0.5440	0.7760
惊愕	0.6315	0.7193
令人惊讶	0.9180	0.7650
大使	0.6510	0.5290
琥珀色	0.6350	0.3080
环境	0.6252	0.3652
周围	0.5723	0.3567
歧义	0.1640	0.4600
暧昧	0.2960	0.4720
范围	0.5650	0.4295
志向	0.5100	0.8040
有雄心	0.4840	0.8210
矛盾	0.3880	0.5490
神的食物	0.5710	0.4520
救护车	0.5000	0.7500
伏击	0.2810	0.8300
改善	0.8623	0.5213
阿门	0.7810	0.1820
适合	0.5998	0.3762
修改	0.5334	0.4802
修订	0.5310	0.4590
赔偿	0.4255	0.5723
礼仪	0.6615	0.3327
紫晶	0.6220	0.4060
可亲	0.8470	0.2900
和睦	0.8193	0.3367
际	0.5100	0.3400
烟雨	0.4800	0.3300
氨基	0.5510	0.4020
弹药	0.3305	0.7000
氨	0.3230	0.4915
健忘症	0.2960	0.3300
大赦	0.5510	0.4510
恋爱的	0.8440	0.6700
非晶	0.3270	0.4020
折旧	0.3675	0.5310
量	0.5830	0.4410
功放	0.4390	0.3930
符号	0.5860	0.4053
安非他明	0.1330	0.6670
两栖动物	0.4270	0.3570
水陆两用	0.4790	0.3460
圆形剧场	0.6530	0.4800
放大	0.6839	0.5607
振幅	0.6940	0.4390
充分	0.7153	0.3787
截肢	0.0920	0.6600
切断术	0.1980	0.6765
疯狂地	0.3850	0.6020
护身符	0.7810	0.2600
游玩	0.8120	0.6840
乐	0.9420	0.8470
娱乐	0.7840	0.6868
有趣	0.9435	0.7775
森蚺	0.1460	0.8300
麻醉	0.3575	0.2165
麻药	0.3995	0.2660
字谜	0.5520	0.3270
肛门	0.3400	0.7210
镇痛药	0.4170	0.3210
类似	0.5717	0.2895
类似物	0.5700	0.3200
比喻	0.4945	0.4085
分析	0.6737	0.4113
分析人士	0.6040	0.4150
解析	0.5670	0.4885
分析仪	0.6250	0.5560
无政府主义	0.1250	0.8040
无政府主义者	0.2040	0.7000
无政府状态	0.1460	0.7550
吻合	0.4630	0.3800
解剖的	0.5620	0.4420
解剖学	0.5620	0.3900
祖先	0.6633	0.4397
祖	0.7105	0.4805
锚	0.5200	0.2840
锚地	0.5000	0.3250
古	0.4200	0.2170
辅助的	0.4490	0.4420
雄激素	0.2550	0.5230
安卓	0.6630	0.4360
轶事	0.5830	0.5290
贫血	0.1880	0.3270
贫血的	0.1670	0.2790
海葵	0.5520	0.5380
麻醉师	0.4190	0.2240
动脉瘤	0.1150	0.6900
天使	0.8333	0.3240
愤怒	0.1912	0.7580
激怒	0.1501	0.8410
心绞痛	0.2300	0.6300
血管造影	0.3625	0.5280
角度	0.5410	0.3300
钓鱼	0.6510	0.3455
兔毛	0.5290	0.4250
焦虑	0.1827	0.8557
苦涩	0.1235	0.6100
角	0.4245	0.2885
无水	0.4560	0.3650
动物	0.5210	0.5100
活跃	0.8270	0.7453
动画	0.8555	0.7130
敌意	0.2420	0.7350
阿尼姆斯	0.6980	0.6760
踝	0.5000	0.2740
脚镯	0.4100	0.2760
志	0.4270	0.6100
歼灭	0.0780	0.8590
全军覆没	0.0800	0.7600
周年	0.8800	0.7700
注释	0.5250	0.4705
注解	0.6040	0.4700
宣布	0.6967	0.6380
公告	0.6700	0.5173
播音员	0.6020	0.5700
搅扰	0.0940	0.7650
烦恼	0.1903	0.6600
懊恼	0.1067	0.7440
惹恼	0.1460	0.7780
全年	0.5520	0.2360
年金	0.5210	0.3040
废止	0.2560	0.5302
环形的	0.3100	0.3850
环	0.5675	0.4035
膏	0.5000	0.3680
恩膏	0.6530	0.3500
异常的	0.2810	0.4800
不规则	0.2240	0.5745
不久	0.5305	0.3320
匿名	0.4917	0.3453
厌食症	0.1600	0.6180
回答	0.6105	0.4365
可回答的	0.7080	0.4810
蚂蚁	0.4480	0.2160
对抗	0.1840	0.7290
对抗性的	0.2960	0.6040
前情	0.4270	0.5510
羚羊	0.6055	0.4790
前面的	0.4630	0.3417
圣歌	0.7575	0.3175
垤	0.3270	0.5780
选集	0.3380	0.4060
炭疽病	0.1880	0.7300
人类学	0.4285	0.3785
人类学家	0.5510	0.3850
抗	0.3895	0.5440
防空	0.3300	0.6220
抗生素	0.4790	0.3895
敌基督	0.0820	0.8370
预料	0.6025	0.4605
预期	0.7017	0.4837
预料的	0.6530	0.5510
滑稽动作	0.4480	0.7400
解药	0.5410	0.4900
抗真菌	0.4080	0.4120
反重力	0.4300	0.7140
锑	0.3780	0.3980
反感	0.1387	0.5463
古玩	0.5000	0.2330
陈旧的	0.4200	0.3920
古董	0.5870	0.3300
古代	0.3345	0.2730
防腐剂	0.4845	0.3995
反社会的	0.1460	0.6860
对立	0.3385	0.4650
对立的	0.2710	0.5090
抗病毒	0.4590	0.4700
鹿茸	0.4480	0.4700
坐立不安	0.4490	0.5580
砧	0.3800	0.5100
急	0.3033	0.8943
任何时候	0.6250	0.4610
大动脉	0.4480	0.5100
主动脉	0.4360	0.5400
快速地	0.5360	0.5000
阿帕奇	0.6870	0.4690
公寓	0.6207	0.3393
麻木不仁	0.2035	0.3815
暮气	0.1840	0.2120
猿	0.5480	0.3890
光圈	0.5355	0.3935
顶尖	0.5700	0.4330
蚜	0.3880	0.4730
春药	0.7500	0.8460
一块	0.4390	0.2590
沉着	0.5000	0.5090
启示	0.6238	0.6428
世界末日	0.1730	0.8800
歉然	0.4790	0.4610
辩护士	0.4060	0.4290
道歉	0.5510	0.3780
歉意	0.5710	0.3460
叛教	0.3880	0.5200
变节者	0.3420	0.5000
使徒	0.6460	0.3470
使徒的	0.5920	0.3000
撇号	0.4690	0.3680
药剂师	0.4643	0.4237
慑	0.1940	0.7920
骇人听闻的	0.1600	0.8270
仪器	0.4685	0.4450
服饰	0.5464	0.4178
明显的	0.4507	0.4677
显然地	0.5310	0.4100
幻影	0.3330	0.6660
上诉	0.6630	0.5980
出现	0.6890	0.5430
安抚	0.7225	0.2805
上诉人	0.3270	0.5880
附加	0.5730	0.4640
附加物	0.2290	0.3820
阑尾切除术	0.1770	0.6700
阑尾炎	0.0310	0.6400
食欲	0.7040	0.6370
开胃菜	0.7550	0.5600
开胃的	0.8060	0.6570
鼓掌	0.8650	0.8240
掌声	0.9530	0.8570
苹果	0.8110	0.3000
苹果汁	0.7650	0.2040
苹果白兰地	0.6040	0.4310
苹果酱	0.7500	0.1670
器具	0.5930	0.4480
家电	0.5940	0.3940
适用性	0.6770	0.4900
适用	0.4690	0.4300
申请人	0.6120	0.5580
应用	0.6290	0.3830
委	0.5650	0.3300
约定	0.6880	0.5940
约会	0.7450	0.6770
分摊	0.6145	0.4855
评价	0.5470	0.5785
可感知的	0.8730	0.4910
赞赏	0.8375	0.4670
升值	0.9170	0.5290
欣赏的	0.8570	0.3800
拘押	0.4965	0.5715
顾虑	0.3850	0.7200
忧虑	0.4060	0.5920
学徒	0.7135	0.4475
途径	0.6120	0.3920
接近	0.7085	0.5325
赞许	0.8515	0.5145
适当	0.8125	0.3330
拨款	0.5100	0.6320
赞同	0.7135	0.5300
批准	0.7777	0.4840
满意的	0.9220	0.5860
近似	0.5665	0.4810
约	0.6220	0.3960
逼近	0.5830	0.6150
附属物	0.5730	0.4120
杏	0.7080	0.3200
围裙	0.5820	0.2080
易于	0.4985	0.4260
能力倾向	0.7500	0.4710
蓝晶	0.7290	0.3060
水族馆	0.6630	0.3270
水	0.6393	0.3010
水道	0.5510	0.4110
可耕的	0.5100	0.3500
仲裁者	0.5610	0.5370
随意	0.2810	0.7020
仲裁	0.5285	0.6110
仲裁人	0.3850	0.4480
乔木	0.5830	0.4900
弧	0.5520	0.3880
拱廊	0.6760	0.5210
神秘	0.5044	0.5696
拱	0.5000	0.3290
考古学的	0.7400	0.4410
考古学家	0.5520	0.4510
考古学	0.5960	0.3580
古老	0.2710	0.3270
大主教	0.6220	0.2800
教区	0.5320	0.3115
大公	0.5095	0.4315
拱形的	0.4995	0.4315
射手	0.4323	0.7563
射箭	0.5940	0.6040
原型	0.5605	0.4250
群岛	0.7450	0.3700
建筑师	0.7760	0.4420
建筑的	0.7290	0.3900
建筑	0.8200	0.3900
档案	0.4380	0.2940
北极	0.6150	0.3520
热心	0.4640	0.7743
热情	0.7226	0.7214
艰巨	0.4690	0.7155
区	0.4863	0.3273
竞技场	0.5100	0.2350
乳晕	0.4170	0.3960
哎呀	0.2655	0.6465
争论	0.2010	0.8190
论据	0.5100	0.4640
论证	0.6070	0.5100
争论的	0.3605	0.6945
参数	0.5410	0.6020
干旱	0.2280	0.3430
贵族	0.6975	0.3987
贵族的	0.4490	0.5190
算术	0.4530	0.4600
方舟	0.3960	0.4270
臂	0.5520	0.2850
舰队	0.4775	0.5850
武器	0.2338	0.7097
军备	0.1920	0.8390
衔铁	0.5100	0.5580
扶手椅	0.6460	0.1640
武装	0.1880	0.7500
盔甲	0.4690	0.6250
装甲	0.4690	0.5090
军械库	0.4480	0.6630
腋窝	0.2830	0.4390
军队	0.4510	0.7210
香气	0.8230	0.2350
芳香疗法	0.8470	0.2200
觉醒	0.7910	0.9430
引起	0.7240	0.7215
提审	0.4060	0.8370
安排	0.6877	0.4677
排列	0.4530	0.4920
欠款	0.2860	0.4850
逮捕	0.1460	0.9510
心律失常	0.2650	0.7060
到达	0.7575	0.4580
傲慢	0.2006	0.6798
箭头	0.4390	0.3900
混蛋	0.1558	0.6364
兵工厂	0.3650	0.7410
砷	0.2810	0.4720
纵火	0.1330	0.9040
纵火犯	0.3480	0.8400
艺术	0.8120	0.3600
动脉	0.3960	0.5450
巧	0.7710	0.6080
关节炎	0.1100	0.5180
节肢动物	0.3440	0.4640
朝鲜蓟	0.5830	0.2180
文章	0.5765	0.3455
用品	0.5520	0.3240
说出	0.6040	0.4420
关节	0.3750	0.4705
神器	0.5100	0.5000
技巧	0.3160	0.6960
人造	0.2985	0.4375
炮兵	0.3500	0.9120
工匠	0.7290	0.3315
艺术家	0.7990	0.5545
艺术的	0.8020	0.6460
艺术性	0.8230	0.3460
艺术品	0.8960	0.3680
附庸风雅	0.4900	0.4220
尽快	0.5710	0.5000
石棉	0.3570	0.4810
登	0.8300	0.6200
优势	0.6260	0.6737
上升的	0.6560	0.6730
上升	0.7532	0.6460
探明	0.5600	0.5300
确定	0.6140	0.4693
苦行者	0.4380	0.3750
灰	0.2600	0.2100
羞愧	0.1213	0.6287
灰烬	0.3270	0.2790
烟灰缸	0.4060	0.3820
愚蠢	0.3493	0.4310
问	0.5310	0.4400
睡着	0.6040	0.1000
芦笋	0.4690	0.3170
阿斯巴甜	0.4690	0.4800
方面	0.4590	0.4745
白杨	0.4790	0.2800
沥青	0.4583	0.3100
窒息	0.1472	0.7614
心愿	0.7040	0.7240
立志	0.8120	0.4690
阿司匹林	0.4790	0.2710
有志	0.8440	0.5820
屁股	0.3170	0.6420
攻击	0.3320	0.7290
攻击者	0.1845	0.9150
刺客	0.0730	0.9330
暗杀	0.0670	0.9550
突击	0.1670	0.8480
化验	0.6330	0.5590
装配	0.4290	0.4520
集合	0.5853	0.5300
组装	0.6630	0.4500
部件	0.6980	0.5000
众议员	0.4340	0.5045
断言的	0.7190	0.4120
评估	0.6805	0.5700
评定	0.7500	0.6230
估税员	0.5510	0.5380
财富	0.8270	0.7010
资产	0.6670	0.6130
同化	0.4290	0.3780
助攻	0.8330	0.4350
助理	0.6250	0.3900
关联	0.7487	0.4963
协会	0.7450	0.5000
什	0.6020	0.4600
品种	0.6327	0.4243
承担	0.7470	0.5515
假定	0.5198	0.4406
假设	0.5540	0.4338
保证	0.7573	0.4041
无疑	0.7860	0.3960
星号	0.5410	0.2880
小行星	0.3955	0.7075
哮喘	0.2135	0.6275
散光	0.2140	0.4900
震惊	0.7860	0.8450
惊讶	0.5100	0.7750
星体	0.6040	0.4170
走错	0.0980	0.6760
涩	0.3160	0.5000
占星家	0.5940	0.5190
占星术	0.6350	0.3400
宇航员	0.7920	0.6010
天文学家	0.7500	0.5090
天文	0.6000	0.6320
天文学	0.6130	0.4740
精明	0.6820	0.6170
四分五裂	0.2080	0.4420
避难所	0.6367	0.2647
非对称	0.5800	0.3430
不对称	0.4760	0.3730
渐近	0.4790	0.4510
画室	0.4900	0.3300
无神论	0.3245	0.4705
无神论者	0.2250	0.4470
动脉粥样硬化	0.2500	0.4800
运动员	0.6687	0.7143
竞技	0.8440	0.7445
运动能力	0.7500	0.8630
舆图	0.5310	0.3060
大气层	0.6040	0.3000
大气的	0.5310	0.4200
环礁	0.4800	0.4080
原子	0.4185	0.6585
赎罪	0.4840	0.6375
内心安宁	0.7240	0.2980
中庭	0.4690	0.3650
穷凶极恶	0.0730	0.8110
暴行	0.0875	0.7665
痿	0.1770	0.5400
连接	0.6245	0.4615
附	0.5620	0.3500
进攻	0.2055	0.8595
达到	0.7625	0.5675
可实现	0.7600	0.5000
素养	0.8300	0.5200
尝试	0.6077	0.5407
出席	0.6500	0.4200
勤	0.8120	0.5000
服务员	0.5195	0.3325
注意	0.6690	0.4084
细心	0.8120	0.5200
衰减	0.3130	0.3917
减毒	0.4490	0.2800
表明	0.5165	0.5300
认证	0.6430	0.5070
阁楼	0.5155	0.3185
服装	0.6428	0.3935
态度	0.7600	0.6440
律师	0.5475	0.5530
吸引	0.8250	0.6730
引力	0.7107	0.6253
有吸引力	0.9060	0.6300
吸引力	0.9380	0.6670
归属	0.7040	0.4300
属性	0.7605	0.3300
归因	0.6460	0.4670
摩擦	0.3100	0.5777
奥本	0.5100	0.2400
拍卖	0.5943	0.6787
胆大	0.6150	0.5730
大胆	0.7197	0.8040
听得见	0.6730	0.3700
听众	0.6980	0.6100
音频	0.7090	0.4250
审计	0.3750	0.5620
面试	0.7500	0.6850
试镜	0.7400	0.7650
核数师	0.5820	0.5710
礼堂	0.5290	0.4900
听觉	0.5310	0.4810
任何事物	0.4180	0.1350
增加	0.7147	0.6667
增强	0.7955	0.5515
八月	0.6520	0.2920
姑妈	0.6670	0.2910
阿姨	0.6430	0.2750
光环	0.6250	0.3515
极光	0.8170	0.3060
主持	0.5907	0.5057
吉祥	0.5620	0.6350
简朴的	0.5000	0.3900
简朴	0.4380	0.4060
真实	0.7707	0.4957
真伪	0.6700	0.5480
作者	0.7210	0.4890
权威性	0.6360	0.5200
权威	0.5920	0.5920
授权	0.6623	0.6473
合法	0.7588	0.4088
自闭症	0.3010	0.4185
汽车	0.6890	0.5635
自传	0.8220	0.3730
自动更正	0.5510	0.4390
专制	0.3415	0.7005
签名	0.6525	0.4935
亲笔签名	0.7810	0.6200
自动化	0.5780	0.4020
自动	0.5620	0.4330
自治	0.7810	0.3490
自动驾驶仪	0.5940	0.4620
尸检	0.2520	0.6500
秋季	0.4710	0.4305
辅	0.6220	0.4710
果	0.8000	0.4300
可用性	0.7960	0.5440
可得到	0.8440	0.3560
雪崩	0.2650	0.9150
贪婪	0.1615	0.6930
头像	0.6330	0.4100
报仇	0.0730	0.8670
复仇者	0.3040	0.7765
复仇的	0.1430	0.8800
大街	0.6770	0.3600
平均	0.6840	0.2800
嫌弃	0.5820	0.4420
规避	0.3667	0.5940
鸟舍	0.5000	0.3600
航空	0.7080	0.6460
飞行员	0.6515	0.6900
狂热	0.3763	0.6707
鳄梨	0.6805	0.2860
躲避	0.4540	0.5010
等待	0.3360	0.2155
苏醒	0.6670	0.4690
